URL,Email,Industry,Business Type,Confidence,Relevance Reason,Contact Person
https://www.foodcoop.com/,psfc.equity@gmail.com,,,,,
https://www.foodcoop.com/,webmaster@psfc.coop,,,,,
https://www.foodcoop.com/,press@psfc.coop,,,,,
https://www.foodcoop.com/,coop_development@psfc.coop,,,,,
https://www.foodcoop.com/,foodcoopdrc@gmail.com,,,,,
https://www.foodcoop.com/,loancommittee@psfc.coop,,,,,
https://www.foodcoop.com/,gazettesubmissions@psfc.coop,,,,,
https://www.foodcoop.com/,events@psfc.coop,,,,,
https://www.easyleadz.com/lists/List-of-Supermarkets-in-New-York,support@easyleadz.com,,,,,
https://stores.stopandshop.com/ny,c2aa9e4b33324a6189d67c785eea56d4@constable.yextpages.net,,,,,
https://www.wmarketnyc.com/location/84-third-avenue/,sharad@iykyknow.ai,,,,,
https://www.wmarketnyc.com/location/84-third-avenue/,wm15@wmarketnyc.com,,,,,
https://www.wmarketnyc.com/location/84-third-avenue/,wsm180@wmarketnyc.com,,,,,
https://www.wmarketnyc.com/location/84-third-avenue/,catering110@wmarketnyc.com,,,,,
https://www.wmarketnyc.com/location/84-third-avenue/,wm7484@wmarketnyc.com,,,,,
https://www.wmarketnyc.com/location/84-third-avenue/,wm1407@wmarketnyc.com,,,,,
https://www.wmarketnyc.com/location/84-third-avenue/,wm2589@wmarketnyc.com,,,,,
https://www.fairwaymarket.com/,000@wakefern.com,,,,,
https://www.fairwaymarket.com/,support@shipt.com,,,,,
https://www.fairwaymarket.com/,joe@commerce.com,,,,,
https://www.newyorkcity.ca/supermarkets-in-new-york/,eric@newyorkcity.ca,,,,,
https://www.newyorkcity.ca/supermarkets-in-new-york/,eric@newyork.co.uk,,,,,
https://www.grubstreet.com/2021/03/new-york-city-weird-grocery-chains.html,e1a6d9e4fa1c4f0a862e0943ab248dbb@o4682.ingest.sentry.io,,,,,
http://citysupermarkets.com/,info@citysupermarkets.com,,,,,
https://nyc-business.nyc.gov/nycbusiness/description/food-retail-expansion-to-support-health-fresh-program,fresh@nycedc.com,,,,,
